Year,District,Total cases,Total deaths
2007,Varanasi,294,0
2007,Almora,6,0
2007,Bageshwar,5,0
2007,Chamoli,0,0
2007,Champawat,15,0
2007,Dehradun,49,0
2007,Haridwar,131,0
2007,Nainital,365,0
2007,Pauri Garhwal,10,0
2007,Pithoragarh,0,0
2007,Rudra Prayag,5,0
2007,Tehri Garhwal,4,0
2007,Udam Singh Nagar,518,0
2007,Uttar Kashi,0,0
2007,24 Paraganas North,516,2
2007,24 Paraganas South,951,3
2007,Bankura,1314,14
2007,Bardhaman,52,3
2007,Birbhum,434,0
2007,Coochbehar,4392,24
2007,Darjeeling,5834,5
2007,Dinajpur Dakshin,293,1
2007,Dinajpur Uttar,129,0
2007,Hooghly,95,0
2007,Howrah,472,1
2007,Jalpaiguri,61796,97
2007,Kolkata,54704,1
2007,Kolkata Urban#,5894,0
2007,Maldah,1510,1
2007,Medinipur East,964,0
2007,Medinipur West,7592,10
2007,Murshidabad,1658,14
2007,Nadia,460,0
2007,Purulia,10586,27
2007,Pvt. Hospital & Others#,0,0
2007,Nicobars,2774,0
2007,"North And Middle
Andaman",175,0
2007,South Andamans,1024,0
2007,Adilabad,2165,0
2007,Anantapur,917,0
2007,Chittoor,221,0
2007,East Godavari,5062,0
2007,Guntur,609,0
2007,Hyderabad,262,0
2007,Karimnagar,134,2
2007,Khammam,2348,0
2007,Krishna,1834,0
2007,Kurnool,756,0
2007,Mahabubnagar,99,0
2007,Medak,32,0
2007,Nalgonda,311,0
2007,Nizamabad,18,0
2007,Prakasam,1336,0
2007,Ranga Reddy,249,0
2007,SPSR Nellore,57,0
2007,Srikakulam,1124,0
2007,Visakhapatanam,5251,0
2007,Vizianagaram,1896,0
2007,Warangal,136,0
2007,West Godavari,1058,0
2007,Y.S.R.,1928,0
2007,Anjaw,19,0
2007,Changlang,2197,0
2007,Dibang Valley,16,0
2007,East Kameng,1786,0
2007,East Siang,7002,8
2007,Kurung Kumey,29,0
2007,Lohit,4901,4
2007,Lower Dibang Valley,4773,7
2007,Lower Subansiri,142,0
2007,Papum Pare,3418,17
2007,Tirap,2477,0
2007,Upper Siang,453,0
2007,Upper Subansiri,721,0
2007,West Kameng,241,0
2007,West Siang,3897,0
2007,Barpeta,2598,2
2007,Bongaigaon,3579,12
2007,Cachar,3657,1
2007,Darrang,12557,5
2007,Dhemaji,595,3
2007,Dhubri,1976,18
2007,Dibrugarh,89,0
2007,Dima Hasao,2738,0
2007,Goalpara,6940,5
2007,Golaghat,715,12
2007,Hailakandi,3162,0
2007,Jorhat,189,3
2007,Kamrup,10249,18
2007,Karbi Anglong,16618,39
2007,Karimganj,461,2
2007,Kokrajhar,5317,1
2007,Lakhimpur,3235,8
2007,Marigaon,1449,3
2007,Nagaon,6888,7
2007,Nalbari,2427,7
2007,Sivasagar,88,3
2007,Sonitpur,7863,3
2007,Tinsukia,1463,0
2007,Araria,0,0
2007,Arwal,0,0
2007,Aurangabad,312,0
2007,Banka,0,0
2007,Begusarai,4,0
2007,Bhagalpur,13,0
2007,Bhojpur,0,0
2007,Buxar,0,0
2007,Darbhanga,0,0
2007,Gaya,126,1
2007,Gopalganj,1,0
2007,Jamui,110,0
2007,Jehanabad,1,0
2007,Kaimur (Bhabua),25,0
2007,Katihar,16,0
2007,Khagaria,0,0
2007,Kishanganj,0,0
2007,Lakhisarai,1,0
2007,Madhepura,0,0
2007,Madhubani,0,0
2007,Munger,440,0
2007,Muzaffarpur,0,0
2007,Nalanda,2,0
2007,Nawada,310,0
2007,Pashchim Champaran,1,0
2007,Patna,16,0
2007,Purbi Champaran,0,0
2007,Purnia,0,0
2007,Rohtas,204,0
2007,Saharsa,0,0
2007,Samastipur,3,0
2007,Saran,10,0
2007,Sheikhpura,0,0
2007,Sheohar,0,0
2007,Sitamarhi,0,0
2007,Siwan,0,0
2007,Supaul,0,0
2007,Vaishali,0,0
2007,Chandigarh,340,0
2007,Bastar,37087,0
2007,Bilaspur,2882,0
2007,Dantewada,14850,0
2007,Dhamtari,584,0
2007,Durg,1587,0
2007,Janjgir-Champa,590,0
2007,Jashpur,12001,0
2007,Kabirdham,1841,0
2007,Kanker,15532,0
2007,Korba,11099,0
2007,Korea,7061,0
2007,Mahasamund,643,0
2007,Raigarh,8601,0
2007,Raipur,2126,0
2007,RajnandGaon,2996,0
2007,Surguja,28045,0
2007,"Dadra And Nagar
Haveli",3780,0
2007,Daman,92,0
2007,Diu,7,0
2007,New Delhi,182,0
2007,North Goa,7199,7
2007,South Goa,2556,4
2007,Ahmadabad,538,1
2007,Ahmadabad MC#,5229,22
2007,Amreli,2852,0
2007,Anand,1407,2
2007,Banas kantha,3432,0
2007,Bharuch,2129,0
2007,Bhavnagar,1317,3
2007,Bhavnagar MC#,69,0
2007,Dang,294,0
2007,Dohad,1938,1
2007,Gandhinagar,793,0
2007,Jamnagar,5351,20
2007,Jamnagar MC#,154,3
2007,Junagadh,3397,0
2007,Junagadh MC#,362,0
2007,Kachchh,7305,0
2007,Kheda,770,1
2007,Mahesana,860,0
2007,Narmada,727,0
2007,Navsari,838,0
2007,Panch Mahals,2146,3
2007,Patan,2264,0
2007,Porbandar,702,0
2007,Rajkot,2252,1
2007,Rajkot MC#,539,1
2007,Sabar kantha,2352,0
2007,Surat,1961,0
2007,Surat MC#,9765,0
2007,Surendranagar,3803,4
2007,Vadodara,2165,2
2007,Vadodara MC#,2058,9
2007,Valsad,1352,0
2007,Ambala,49,0
2007,Bhiwani,2374,0
2007,Faridabad,239,0
2007,Fatehabad,2610,0
2007,Gurugram,60,0
2007,Hisar,4718,0
2007,Jhajjar,887,0
2007,Jind,7235,0
2007,Kaithal,1636,0
2007,Karnal,3594,0
2007,Kurukshetra,77,0
2007,Mahendragarh,308,0
2007,Nuh,599,0
2007,Panchkula,144,0
2007,Panipat,1549,0
2007,Rewari,132,0
2007,Rohtak,1851,0
2007,Sirsa,612,0
2007,Sonipat,2029,0
2007,Yamunanagar,192,0
2007,Bilaspur,22,0
2007,Chamba,2,0
2007,Hamirpur,17,0
2007,Kangra,24,0
2007,Kullu,4,0
2007,Mandi,3,0
2007,Shimla,16,0
2007,Sirmaur,0,0
2007,Solan,14,0
2007,Una,2,0
2007,Baramulla,0,0
2007,Doda,6,0
2007,Jammu,45,0
2007,Kargil,0,0
2007,Kathua,15,0
2007,Leh Ladakh,0,0
2007,Poonch,74,1
2007,Rajouri,16,0
2007,Udhampur,75,0
2007,UMCP Jammu#,9,0
2007,Bokaro,3972,0
2007,Chatra,10673,0
2007,Deoghar,371,3
2007,Dhanbad,1521,0
2007,Dumka,9033,1
2007,East Singhbum,3958,0
2007,Garhwa,16251,0
2007,Giridih,17834,0
2007,Godda,4435,7
2007,Gumla,4444,0
2007,Hazaribagh,9832,0
2007,Jamtara,5,0
2007,Koderma,1459,0
2007,Latehar,18644,0
2007,Lohardaga,643,0
2007,Pakur,1987,0
2007,Palamu,35188,0
2007,Ranchi,10851,1
2007,Sahebganj,4411,19
2007,Saraikela Kharsawan,5403,0
2007,Simdega,7702,0
2007,West Singhbhum,16261,0
2007,A.M.U. Almatti#,595,0
2007,A.M.U. B. Gudi#,69,0
2007,A.M.U. Kembhavi#,42,0
2007,Bagalkote,719,0
2007,Ballari,1878,0
2007,Belagavi,3908,2
2007,Bengaluru Rural,265,0
2007,Bengaluru Urban,32,1
2007,Bidar,437,0
2007,Chamarajanagara,537,0
2007,Chikkamagaluru,224,0
2007,Chitradurga,1317,0
2007,Dakshina Kannada,8685,5
2007,Davangere,225,0
2007,Dharwad,560,0
2007,Gadag,958,1
2007,Hassan,182,0
2007,Haveri,802,2
2007,Kalaburagi,5194,2
2007,Kodagu,30,0
2007,Kolar,5058,0
2007,Koppal,3163,0
2007,Mandya,466,0
2007,Mysuru,106,0
2007,Raichur,7592,0
2007,Shivamogga,158,0
2007,Tumakuru,1514,0
2007,U.K.P.N. PURA#,282,0
2007,Udupi,1293,3
2007,Uttara Kannada,298,0
2007,Vijayapura,2766,2
2007,Alappuzha,152,0
2007,Ernakulam,113,0
2007,Idukki,91,0
2007,Kannur,225,3
2007,Kasaragod,243,0
2007,Kollam,134,1
2007,Kottayam,52,0
2007,Kozhikode,161,1
2007,Malappuram,184,1
2007,Palakkad,68,0
2007,Pathanamthitta,155,0
2007,Thiruvananthapuram,145,0
2007,Thrissur,177,0
2007,Wayanad,27,0
2007,Lakshadweep District,0,0
2007,Anuppur,733,0
2007,Ashoknagar,3133,0
2007,Balaghat,2776,0
2007,Barwani,356,0
2007,Betul,2184,14
2007,Bhind,1562,1
2007,Bhopal,4752,0
2007,Burhanpur,1170,0
2007,Chhatarpur,741,0
2007,Chhindwara,2964,0
2007,Damoh,675,0
2007,Datia,206,0
2007,Dewas,759,0
2007,Dhar,2108,2
2007,Dindori,1176,0
2007,East Nimar,1765,1
2007,Guna,3413,0
2007,Gwalior,1047,0
2007,Harda,517,1
2007,Indore,212,0
2007,Jabalpur,1696,0
2007,Jhabua,1711,0
2007,Katni,293,0
2007,Khargone,2726,0
2007,Mandla,5547,0
2007,Mandsaur,693,0
2007,Morena,667,0
2007,Narmadapuram,3527,4
2007,Narsinghpur,1658,0
2007,Neemuch,286,0
2007,Panna,1766,0
2007,Raisen,1271,1
2007,Rajgarh,2305,0
2007,Ratlam,1538,0
2007,Rewa,1748,1
2007,Sagar,2632,0
2007,Satna,3577,0
2007,Sehore,1324,1
2007,Seoni,2003,3
2007,Shahdol,2190,0
2007,Shajapur,570,0
2007,Sheopur,4953,6
2007,Shivpuri,3100,0
2007,Sidhi,5833,1
2007,Tikamgarh,512,0
2007,Ujjain,145,0
2007,Umaria,2102,0
2007,Vidisha,2207,5
2007,Ahmednagar,381,6
2007,Akola,246,0
2007,Amravati,1114,1
2007,Aurangabad,270,0
2007,Beed,295,1
2007,Bhandara,226,0
2007,Buldhana,379,0
2007,Chandrapur,2832,9
2007,Dhule,2773,0
2007,Gadchiroli,9904,3
2007,Gondia,1104,5
2007,Hingoli,34,0
2007,Jalgaon,2086,4
2007,Jalna,71,0
2007,Kolhapur,219,1
2007,Latur,94,0
2007,Mumbai,25403,122
2007,Nagpur,568,1
2007,Nagpur MC#,73,0
2007,Nanded,641,1
2007,Nandurbar,1304,0
2007,Nashik,1552,6
2007,Osmanabad,51,0
2007,Parbhani,118,1
2007,Pune,1199,8
2007,Pune MC#,139,12
2007,Raigad,3051,0
2007,Ratnagiri,524,0
2007,Sangli,204,0
2007,Satara,497,1
2007,Sindhudurg,296,0
2007,Solapur,215,0
2007,Thane,7203,0
2007,Wardha,1071,0
2007,Washim,166,0
2007,Yavatmal,1547,0
2008,Bishnupur,43,0
2008,Chandel,151,0
2008,Churachandpur,101,4
2008,Imphal East,58,0
2008,Imphal West,91,0
2008,Jiribam,142,0
2008,Kangpokpi,35,0
2008,Senapati,46,0
2008,Tamenglong,311,0
2008,Thoubal,96,0
2008,Ukhrul,120,0
2008,East Garo Hills,1793,22
2008,East Khasi Hills,997,62
2008,Ri Bhoi,4550,0
2008,South Garo Hills,2717,0
2008,West Garo Hills,21057,117
2008,West Jaintia Hills,4235,22
2008,West Khasi Hills,988,14
2008,Aizawl,103,1
2008,Aizawl West#,125,12
2008,Champhai,143,4
2008,Kolasib,933,4
2008,Lawngtlai,214,8
2008,Lunglei,2873,28
2008,Mamit,654,5
2008,Saiha,754,9
2008,Serchhip,282,4
2008,Mon,297,0
2008,Bhandari#,357,0
2008,Chantgya#,245,0
2008,Chazjiba#,138,0
2008,Dimapur,192,0
2008,Kiphire,129,0
2008,Kohima,511,3
2008,Longleng,242,0
2008,M'lemba#,503,0
2008,Mokokchung,435,4
2008,Peren,19,0
2008,Pfutsero#,43,0
2008,Phek,420,0
2008,Tizit#,136,0
2008,Tuensang,435,0
2008,UVBDS Dimapur#,99,15
2008,Wokha,514,4
2008,Zunheboto,261,0
2008,Anugul,16469,7
2008,Balangir,10766,0
2008,Baleshwar,1101,3
2008,Bargarh,4088,0
2008,Bhadrak,785,0
2008,Boudh,2654,13
2008,Cuttack,2535,1
2008,Deogarh,6865,3
2008,Dhenkanal,11705,1
2008,Gajapati,8768,2
2008,Ganjam,19000,0
2008,Jagatsinghapur,466,0
2008,Jajapur,5589,0
2008,Jharsuguda,2003,6
2008,Kalahandi,27734,2
2008,Kandhamal,32647,29
2008,Kendrapara,482,0
2008,Kendujhar,30021,31
2008,Khordha,3796,0
2008,Koraput,21488,30
2008,Malkangiri,14038,11
2008,Mayurbhanj,14176,9
2008,Nabarangpur,21407,4
2008,Nayagarh,3785,0
2008,Nuapada,20557,23
2008,Puri,146,0
2008,Rayagada,40280,27
2008,Sambalpur,21122,0
2008,Sonepur,4266,7
2008,Sundargarh,23140,12
2008,Karaikal,6,0
2008,Mahe,2,0
2008,Pondicherry,57,0
2008,Yanam,3,0
2008,Amritsar,31,0
2008,Barnala,0,0
2008,Bathinda,33,0
2008,Faridkot,241,0
2008,Fatehgarh Sahib,6,0
2008,Ferozepur,518,0
2008,Gurdaspur,6,0
2008,Hoshiarpur,28,0
2008,Jalandhar,39,0
2008,Kapurthala,2,0
2008,Ludhiana,75,0
2008,Mansa,328,0
2008,Moga,2,0
2008,Patiala,46,0
2008,Rupnagar,5,0
2008,S.A.S Nagar,3,0
2008,Sangrur,87,0
2008,"Shahid Bhagat Singh
Nagar",47,0
2008,Sri Muktsar Sahib,102,0
2008,Tarn taran,418,0
2008,Ajmer,1686,2
2008,Alwar,2443,0
2008,Banswara,1607,0
2008,Baran,1280,0
2008,Barmer,6346,0
2008,Bharatpur,847,2
2008,Bhilwara,2519,0
2008,Bikaner,2202,14
2008,Bundi,3082,1
2008,Chittorgarh,2443,1
2008,Churu,1300,2
2008,Dausa,448,0
2008,Dholpur,228,0
2008,Dungarpur,1619,0
2008,Ganganagar,422,0
2008,Hanumangarh,1902,0
2008,Jaipur,828,3
2008,Jaisalmer,3880,3
2008,Jalore,1496,1
2008,Jhalawar,565,0
2008,Jhunjhunu,662,1
2008,Jodhpur,1654,0
2008,Karauli,964,5
2008,Kota,1917,0
2008,Nagaur,1736,3
2008,Pali,2320,2
2008,Rajsamand,944,1
2008,Sawai Madhopur,1305,0
2008,Sikar,301,2
2008,Sirohi,1787,0
2008,Tonk,667,3
2008,Udaipur,3643,0
2008,Gangtok,30,0
2008,Gyalshing,0,0
2008,Mangan,1,0
2008,Namchi,17,0
2008,Aranthangi#,6,0
2008,Chengalpattu,65,0
2008,Chennai,14002,0
2008,Cheyyar#,119,0
2008,Coimbatore,3,0
2008,Cuddalore,39,0
2008,Dharapuram#,0,0
2008,Dharmapuri,332,0
2008,Dindigul,19,0
2008,Erode,0,0
2008,Kallakurichi,31,0
2008,Kanchipuram,1,0
2008,Kanniyakumari,490,0
2008,Karur,1,1
2008,Kovilpatti#,407,0
2008,Krishnagiri,44,0
2008,Madurai,61,0
2008,Nagapattinam,253,0
2008,Namakkal,5,0
2008,Palani#,19,0
2008,Paramakudi#,206,0
2008,Perambalur,24,0
2008,Pudukkottai,14,0
2008,Ramanathapuram,3332,0
2008,Salem,43,0
2008,Sivaganga,19,0
2008,Sivakasi#,1,0
2008,Tenkasi,11,0
2008,Thanjavur,57,0
2008,The Nilgiris,2,0
2008,Theni,5,0
2008,Thiruvallur,826,0
2008,Thiruvarur,37,0
2008,Tiruchirappalli,23,0
2008,Tirunelveli,15,0
2008,Tirupathur,124,0
2008,Tiruppur,6,0
2008,Tiruvannamalai,325,0
2008,Tuticorin,482,0
2008,Vellore,487,0
2008,Villupuram,448,0
2008,Virudhunagar,5,0
2008,Dhalai,4774,20
2008,North Tripura,1746,3
2008,South Tripura,8412,5
2008,West Tripura,3542,23
2008,Agra,215,0
2008,Aligarh,1261,0
2008,Ambedkar Nagar,4,0
2008,Amroha,378,0
2008,Auraiya,649,0
2008,Ayodhya,5,0
2008,Azamgarh,5,0
2008,Baghpat,215,0
2008,Bahraich,148,0
2008,Ballia,3,0
2008,Balrampur,11,0
2008,Banda,1746,0
2008,Barabanki,3,0
2008,Bareilly,1557,0
2008,Basti,72,0
2008,Bhadohi,408,0
2008,Bijnor,1234,0
2008,Budaun,1577,0
2008,Bulandshahr,712,0
2008,Chandauli,690,0
2008,Chitrakoot,865,0
2008,Deoria,18,0
2008,Etah,1177,0
2008,Etawah,363,0
2008,Farrukhabad,1346,0
2008,Fatehpur,986,0
2008,Firozabad,325,0
2008,Gautam Buddha Nagar,147,0
2008,Ghaziabad,436,0
2008,Ghazipur,8,0
2008,Gonda,36,0
2008,Gorakhpur,5,0
2008,Hamirpur,681,0
2008,Hardoi,33,0
2008,Hathras,518,0
2008,Jalaun,314,0
2008,Jaunpur,301,0
2008,Jhansi,872,0
2008,Kannauj,626,0
2008,Kanpur Dehat,496,0
2008,Kanpur Nagar,535,0
2008,Kaushambi,336,0
2008,Kheri,613,0
2008,Kushi Nagar,93,0
2008,Lalitpur,1115,0
2008,Lucknow,17,0
2008,Maharajganj,31,0
2008,Mahoba,696,0
2008,Mainpuri,4021,0
2008,Mathura,225,0
2008,Mau,12,0
2008,Meerut,50,0
2008,Mirzapur,8850,0
2008,Moradabad,187,0
2008,Muzaffarnagar,1710,0
2008,Pilibhit,164,0
2008,Pratapgarh,185,0
2008,Prayagraj,7331,0
2008,Rae Bareli,83,0
2008,Rampur,319,0
2008,Saharanpur,307,0
2008,Sant Kabeer Nagar,18,0
2008,Shahjahanpur,91,0
2008,Shravasti,11,0
2008,Siddharth Nagar,271,0
2008,Sitapur,40,0
2008,Sonbhadra,34415,0
2008,Sultanpur,126,0
2008,Unnao,17,0
2008,Varanasi,223,0
2008,Almora,0,0
2008,Bageshwar,7,0
2008,Chamoli,3,0
2008,Champawat,0,0
2008,Dehradun,56,0
2008,Haridwar,93,0
2008,Nainital,202,0
2008,Pauri Garhwal,8,0
2008,Pithoragarh,0,0
2008,Rudra Prayag,3,0
2008,Tehri Garhwal,1,0
2008,Udam Singh Nagar,577,0
2008,Uttar Kashi,3,0
2008,24 Paraganas North,381,2
2008,24 Paraganas South,700,1
2008,Bankura,1058,4
2008,Bardhaman,62,6
2008,Birbhum,218,2
2008,Coochbehar,2011,5
2008,Darjeeling,1153,0
2008,Dinajpur Dakshin,276,0
2008,Dinajpur Uttar,84,0
2008,Hooghly,71,2
2008,Howrah,1934,0
2008,Jalpaiguri,27299,47
2008,KMUHO#,3292,1
2008,Kolkata,32619,1
2008,Maldah,1734,0
2008,Medinipur East,650,0
2008,Medinipur West,5014,4
2008,Murshidabad,2261,11
2008,Nadia,412,0
2008,Purulia,6525,10
2008,Nicobars,3759,0
2008,"North And Middle
Andaman",302,0
2008,South Andamans,627,0
2008,Adilabad,1882,0
2008,Anantapur,647,0
2008,Chittoor,251,0
2008,East Godavari,5193,0
2008,Guntur,461,0
2008,Hyderabad,285,0
2008,Karimnagar,167,0
2008,Khammam,2171,0
2008,Krishna,1753,0
2008,Kurnool,617,0
2008,Mahabubnagar,152,0
2008,Medak,39,0
2008,Nalgonda,556,0
2008,Nizamabad,14,0
2008,Prakasam,848,0
2008,Ranga Reddy,303,0
2008,SPSR Nellore,39,0
2008,Srikakulam,1177,0
2008,Visakhapatanam,4949,0
2008,Vizianagaram,1892,0
2008,Warangal,204,0
2008,West Godavari,904,0
2008,Y.S.R.,1920,0
2008,Anjaw,56,0
2008,Changlang,2232,0
2008,Dibang Valley,37,0
2008,East Kameng,2947,12
2008,East Siang,7386,0
2008,Kurung Kumey,1099,0
2008,Lohit,3125,0
2008,Lower Dibang Valley,2718,5
2008,Lower Subansiri,203,0
2008,Papum Pare,2505,10
2008,Tirap,1740,0
2008,Upper Siang,515,0
2008,Upper Subansiri,781,0
2008,West Kameng,154,0
2008,West Siang,3648,0
2008,Baksa,3324,3
2008,Barpeta,490,3
2008,Bongaigaon,696,0
2008,Cachar,2169,0
2008,Chirang,3350,0
2008,Darrang,350,4
2008,Dhemaji,468,0
2008,Dhubri,1411,0
2008,Dibrugarh,65,0
2008,Dima Hasao,2842,2
2008,Goalpara,5878,2
2008,Golaghat,631,5
2008,Hailakandi,4264,0
2008,Jorhat,169,5
2008,Kamrup,1814,1
2008,Kamrup Metro,868,0
2008,Karbi Anglong,23718,38
2008,Karimganj,706,0
2008,Kokrajhar,4588,2
2008,Lakhimpur,811,0
2008,Marigaon,864,1
2008,Nagaon,2815,5
2008,Nalbari,259,2
2008,Sivasagar,72,2
2008,Sonitpur,6003,4
2008,Tinsukia,1825,2
2008,Udalguri,13489,5
2008,Araria,0,0
2008,Arwal,0,0
2008,Aurangabad,234,0
2008,Banka,0,0
2008,Begusarai,0,0
2008,Bhagalpur,21,0
2008,Bhojpur,2,0
2008,Buxar,0,0
2008,Darbhanga,0,0
2008,Gaya,117,0
2008,Gopalganj,4,0
2008,Jamui,220,0
2008,Jehanabad,0,0
2008,Kaimur (Bhabua),16,0
2008,Katihar,0,0
2008,Khagaria,0,0
2008,Kishanganj,0,0
2008,Lakhisarai,0,0
2008,Madhepura,0,0
2008,Madhubani,0,0
2008,Munger,388,0
2008,Muzaffarpur,0,0
2008,Nalanda,3,0
2008,Nawada,1228,0
2008,Pashchim Champaran,0,0
2008,Patna,7,0
2008,Purbi Champaran,0,0
2008,Purnia,0,0
2008,Rohtas,290,0
2008,Saharsa,0,0
2008,Samastipur,2,0
2008,Saran,8,0
2008,Sheikhpura,0,0
2008,Sheohar,0,0
2008,Sitamarhi,0,0
2008,Siwan,1,0
2008,Supaul,0,0
2008,Vaishali,0,0
2008,Chandigarh,347,0
2008,Bastar,29483,0
2008,Bilaspur,2362,0
2008,Dantewada,22306,0
2008,Dhamtari,592,0
2008,Durg,1763,1
2008,Janjgir-Champa,313,0
2008,Jashpur,10009,0
2008,Kabirdham,863,0
2008,Kanker,12720,0
2008,Korba,9852,0
2008,Korea,9406,0
2008,Mahasamund,418,3
2008,Raigarh,6654,0
2008,Raipur,1755,0
2008,RajnandGaon,2356,0
2008,Surguja,12643,0
2008,"Dadra And Nagar
Haveli",3037,0
2008,Daman,103,0
2008,Diu,12,0
2008,New Delhi,253,0
2008,North Goa,7100,13
2008,South Goa,2722,8
2008,Ahmadabad,309,1
2008,Ahmadabad MC#,5375,6
2008,Amreli,1874,0
2008,Anand,1847,0
2008,Banas kantha,1088,0
2008,Bharuch,1108,0
2008,Bhavnagar,1136,3
2008,Bhavnagar MC#,121,0
2008,Dang,165,0
2008,Dohad,1471,0
2008,Gandhinagar,562,2
2008,Jamnagar,3389,6
2008,Jamnagar MC#,40,5
2008,Junagadh,2290,0
2008,Junagadh MC#,205,0
2008,Kachchh,3606,0
2008,Kheda,574,0
2008,Mahesana,609,0
2008,Narmada,645,1
2008,Navsari,484,0
2008,Panch Mahals,1460,0
2008,Patan,980,0
2008,Porbandar,589,0
2008,Rajkot,1898,0
2008,Rajkot MC#,334,1
2008,Sabar kantha,1429,0
2008,Surat,861,0
2008,Surat MC#,10141,17
2008,Surendranagar,1786,0
2008,Tapi,546,0
2008,Vadodara,1275,1
2008,Vadodara MC#,1876,0
2008,Valsad,1088,0
2008,Ambala,54,0
2008,Bhiwani,2660,0
2008,Faridabad,162,0
2008,Fatehabad,2725,0
2008,Gurugram,125,0
2008,Hisar,8268,0
2008,Jhajjar,644,0
2008,Jind,6558,0
2008,Kaithal,1773,0
2008,Karnal,5283,0
2008,Kurukshetra,203,0
2008,Mahendragarh,212,0
2008,Nuh,1139,0
2008,Panchkula,154,0
2008,Panipat,1060,0
2008,Rewari,122,0
2008,Rohtak,1529,0
2008,Sirsa,1359,0
2008,Sonipat,1053,0
2008,Yamunanagar,600,0
2008,Bilaspur,17,0
2008,Chamba,7,0
2008,Hamirpur,20,0
2008,Kangra,41,0
2008,Kullu,8,0
2008,Mandi,11,0
2008,Shimla,21,0
2008,Sirmaur,4,0
2008,Solan,14,0
2008,Una,3,0
2008,Baramulla,0,0
2008,Doda,4,0
2008,Jammu,46,0
2008,Kargil,0,0
2008,Kathua,16,1
2008,Kishtwar,1,0
2008,Leh Ladakh,0,0
2008,Poonch,93,0
2008,Rajouri,25,0
2008,Ramban,0,0
2008,Reasi,4,0
2008,Samba,3,0
2008,Udhampur,13,0
2008,UMCP Jammu#,12,0
2008,Bokaro,6581,0
2008,Chatra,7488,0
2008,Deoghar,286,0
2008,Dhanbad,2560,2
2008,Dumka,12429,0
2008,East Singhbum,6796,0
2008,Garhwa,14380,0
2008,Giridih,22871,0
2008,Godda,5858,0
2008,Gumla,4355,0
2008,Hazaribagh,9149,0
2008,Jamtara,38,0
2008,Khunti,5042,0
2008,Koderma,2176,0
2008,Latehar,21152,0
2008,Lohardaga,448,0
2008,Pakur,1416,0
2008,Palamu,31299,1
2008,Ramgarh,2246,0
2008,Ranchi,12874,6
2008,Sahebganj,4407,13
2008,Saraikela Kharsawan,6537,3
2008,Simdega,9317,0
2008,West Singhbhum,24594,0
2008,A.M.U. Almatti#,832,0
2008,A.M.U. B. Gudi#,89,0
2008,A.M.U. Kembhavi#,95,0
2008,Bagalkote,1848,1
2008,Ballari,2128,0
2008,Belagavi,2226,0
2008,Bengaluru Rural,55,0
2008,Bengaluru Urban,34,0
2008,Bidar,543,0
2008,Chamarajanagara,210,0
2008,ChikkaBallaPura,4564,0
2008,Chikkamagaluru,136,0
2008,Chitradurga,1684,0
2008,Dakshina Kannada,6267,0
2008,Davangere,113,0
2008,Dharwad,399,2
2008,Gadag,701,1
2008,Hassan,88,0
2008,Haveri,593,1
2008,Kalaburagi,7745,0
2008,Kodagu,24,0
2008,Kolar,508,0
2008,Koppal,4303,0
2008,Mandya,125,0
2008,Mysuru,35,0
2008,Raichur,6672,0
2008,Ramanagara,52,0
2008,Shivamogga,104,0
2008,Tumakuru,743,0
2008,U.K.P.N. PURA#,457,0
2008,Udupi,971,2
2008,Uttara Kannada,249,0
2008,Vijayapura,2751,1
2008,Alappuzha,136,2
2008,Ernakulam,171,1
2008,Idukki,66,0
2008,Kannur,211,1
2008,Kasaragod,137,0
2008,Kollam,89,0
2008,Kottayam,51,0
2008,Kozhikode,143,0
2008,Malappuram,246,0
2008,Palakkad,95,0
2008,Pathanamthitta,140,0
2008,Thiruvananthapuram,81,0
2008,Thrissur,214,0
2008,Wayanad,24,0
2008,Lakshadweep District,0,0
2008,Anuppur,1067,1
2008,Ashoknagar,3842,0
2008,Balaghat,2966,0
2008,Barwani,359,0
2008,Betul,2173,0
2008,Bhind,5235,0
2008,Bhopal,4159,2
2008,Burhanpur,582,0
2008,Chhatarpur,1193,1
2008,Chhindwara,2413,0
2008,Damoh,955,0
2008,Datia,574,0
2008,Dewas,350,0
2008,Dhar,1274,2
2008,Dindori,1242,0
2008,East Nimar,456,1
2008,Guna,4836,0
2008,Gwalior,3483,0
2008,Harda,354,1
2008,Indore,148,0
2008,Jabalpur,1200,1
2008,Jhabua,700,0
2008,Katni,212,0
2008,Khargone,1317,0
2008,Mandla,3201,0
2008,Mandsaur,483,0
2008,Morena,5067,2
2008,Narmadapuram,3871,1
2008,Narsinghpur,1421,0
2008,Neemuch,156,0
2008,Panna,3152,0
2008,Raisen,1861,0
2008,Rajgarh,2394,0
2008,Ratlam,1041,0
2008,Rewa,1264,0
2008,Sagar,2999,2
2008,Satna,2696,0
2008,Sehore,1103,1
2008,Seoni,1575,3
2008,Shahdol,1046,0
2008,Shajapur,521,0
2008,Sheopur,8085,8
2008,Shivpuri,12997,10
2008,Sidhi,3540,2
2008,Tikamgarh,1945,8
2008,Ujjain,150,0
2008,Umaria,1635,1
2008,Vidisha,2019,6
2008,Ahmednagar,250,1
2008,Akola,216,0
2008,Amravati,916,0
2008,Aurangabad,128,1
2008,Beed,274,0
2008,Bhandara,272,2
2008,Buldhana,232,0
2008,Chandrapur,2298,9
2008,Dhule,1885,0
2008,Gadchiroli,11372,5
